  -166.169	   133.738
  -153.473	   157.501
  -162.038	   157.009
  -170.151	   173.702
  -157.739	   152.563
  -158.433	   142.232
  -154.506	   169.968
  -165.157	   163.590
  -163.195	   134.685
  -162.348	   141.110
  -171.092	   157.975
  -168.279	   147.440
  -160.583	   138.950
  -158.831	   124.400
  -162.519	   137.207
  -166.752	   143.335
  -155.348	   146.222
  -158.820	   154.503
  -151.926	   173.249
  -159.132	   152.488
  -167.005	   144.971
  -157.774	   150.986
  -168.437	   143.948
  -162.645	   113.636
  -161.037	   158.341
  -160.346	   163.339
  -169.503	   132.710
  -162.933	   140.452
  -174.160	   142.755
  -155.507	   151.423
  -170.181	   167.737
  -154.720	   153.633
  -155.135	   154.381
  -153.860	   147.690
  -152.435	   158.517
  -151.981	   173.349
  -169.687	   167.037
  -161.335	   132.963
  -162.128	   160.679
  -160.130	   146.711
  -159.168	   154.662
  -163.351	   146.832
  -164.195	   147.620
  -172.784	   158.671
  -163.608	   150.735
  -166.014	   148.648
  -156.395	   158.190
  -163.459	   128.950
  -167.208	   148.516
  -155.391	   143.783
  -158.437	   141.725
  -167.638	   129.204
  -157.394	   136.931
  -164.995	   151.956
  -161.515	   152.746
  -158.413	   157.505
  -156.535	   154.334
  -154.483	   150.435
  -169.539	   165.802
  -163.052	   157.678
   178.535	   130.379
  -150.851	   158.943
  -159.433	   149.877
  -157.210	   142.326
  -159.092	   154.421
  -148.316	   146.199
  -152.565	   163.631
  -156.038	   158.171
  -168.617	   154.137
  -167.670	   141.796
  -168.775	   148.785
  -160.050	   161.361
  -153.201	   153.193
  -157.671	   146.038
  -166.979	   135.315
  -159.695	    73.425
  -153.225	    65.678
  -156.883	    67.434
  -158.660	    68.588
  -158.224	    61.739
  -142.075	    59.339
  -156.158	    75.147
  -169.614	   124.613
  -172.179	   159.050
  -152.046	   134.113
  -158.584	   152.170
  -160.944	   169.229
  -163.475	   148.835
  -168.726	   149.713
  -169.840	   132.188
  -172.667	   162.534
  -160.096	   144.699
  -159.588	   149.975
  -154.913	   176.380
  -161.132	   161.375
  -152.442	   154.288
  -171.777	  -171.290
  -161.994	   158.170
  -159.267	   146.641
  -174.461	   178.402
  -161.508	   166.353
  -155.558	   163.320
  -157.059	   131.122
  -162.633	   159.262
  -156.401	   157.694
  -164.146	   145.943
  -157.108	   154.066
  -171.669	   159.974
  -150.716	   161.943
  -157.859	   148.069
  -152.975	   159.196
  -159.761	   127.039
  -165.013	   136.297
  -165.108	   172.089
  -151.145	   152.210
  -162.087	   152.902
  -157.458	   157.589
  -157.360	   175.132
  -163.888	   144.652
  -155.065	   149.813
  -173.299	   157.747
  -163.644	   162.423
  -154.845	   164.211
  -154.604	   150.965
  -149.722	   160.179
  -155.299	   160.204
  -147.959	   157.754
  -151.118	   169.394
  -163.993	   151.941
  -176.827	   148.092
  -158.920	   161.966
  -168.056	   157.550
  -165.281	   168.788
  -164.815	   141.994
  -165.823	   151.582
  -162.352	   128.315
  -171.778	   140.516
