   170.121	   151.525
   161.661	   166.585
   160.627	   162.258
   157.876	   151.884
   155.950	   152.584
   147.052	   165.226
   168.280	   154.970
   172.820	   149.803
   162.277	   155.322
   153.436	   155.266
   179.671	   139.616
   178.784	   159.470
   170.782	   139.356
   172.406	   138.573
   171.880	   149.861
   174.591	   167.243
   166.326	   152.425
   160.754	   144.902
   160.754	   138.593
   163.275	   154.133
   168.485	   159.456
   161.475	   152.941
   165.753	   148.644
   163.511	   155.285
   163.298	   142.880
   163.969	   145.618
   162.853	   179.284
   163.282	   167.777
   164.653	   158.721
   161.638	   162.498
   170.559	   158.016
   174.490	   174.743
   169.835	   151.489
   159.253	   152.913
   154.829	    72.192
   155.214	   143.143
   165.101	   162.708
   158.539	   143.344
   155.464	   134.027
   159.598	   146.828
   167.539	   153.298
   155.324	   149.346
   162.369	   122.720
   163.216	   154.666
   163.473	   146.406
   167.218	   174.909
   175.234	   164.962
   144.839	   158.036
   161.859	   156.316
   166.635	   162.309
   166.087	   161.660
   167.908	   154.996
  -179.603	   158.801
   162.343	   144.080
   162.830	   147.481
   155.597	   115.926
   162.015	    94.250
   159.178	   138.250
   147.184	   156.224
   179.621	   162.458
   163.298	   156.504
   163.890	   144.273
   160.761	   170.946
  -178.585	   153.690
   173.314	   153.938
   172.378	   144.039
   161.309	   155.307
   155.119	   124.728
   161.072	   123.653
   164.689	    63.392
   174.563	   146.540
   172.523	   167.243
   176.863	   134.704
  -177.601	   135.726
   163.577	   141.591
   160.200	   157.128
   160.037	   134.724
   171.255	   141.867
   170.340	   164.834
   174.762	   147.104
   163.580	   164.465
   170.257	   134.622
   161.637	   145.036
   175.579	   162.458
  -170.707	   149.401
   172.999	   158.229
   169.992	   152.294
   177.424	   132.810
   173.014	   157.384
   168.338	   139.742
   169.138	   140.395
   161.612	   132.224
   163.752	   172.073
   179.453	   141.173
   165.271	   160.501
  -177.282	   166.521
   160.798	   162.151
   166.357	   158.929
   167.864	   141.954
   161.919	   157.485
   160.591	   143.225
   154.592	   145.475
   177.763	   153.741
   156.703	   149.677
   165.847	   157.512
   165.247	   150.413
   170.921	   162.072
   169.483	   145.010
   176.572	    76.283
  -171.761	   152.406
   170.442	   149.285
   147.404	   153.511
   169.841	   135.800
   161.252	   153.116
   154.524	   145.988
   168.237	   136.463
   157.292	   144.480
   168.493	   146.628
   162.573	   141.344
   160.790	   171.386
   162.267	   149.623
   177.233	   154.556
   166.776	   118.702
   161.265	   155.708
   162.558	   131.436
   164.358	   146.215
   166.754	   134.040
   169.307	   138.702
   166.900	   129.399
   153.427	   138.264
  -178.068	   140.890
   174.472	   166.407
   166.592	   150.601
   156.728	   146.597
   160.606	   152.618
   162.997	   156.311
   172.162	   148.205
   163.804	   148.380
   165.818	   156.249
   175.581	   138.056
   161.811	   157.595
   145.566	   160.984
   148.378	   140.381
   154.477	   145.980
   163.125	   150.404
   165.787	   151.730
   169.685	   149.404
   179.469	   130.477
   166.790	   146.502
   167.424	   137.777
   179.065	    72.538
   161.755	   110.363
   174.757	    88.166
   168.528	    58.085
   172.158	    83.719
   172.664	    50.281
  -165.406	   112.898
   167.997	    71.212
   156.584	    61.386
   160.076	   142.774
  -176.769	   158.926
   160.701	   146.748
   177.619	   136.500
   158.593	   148.785
   167.889	   126.875
   161.048	   154.128
   171.088	   156.849
   176.186	   151.062
   169.857	   152.582
   173.227	   151.442
   169.930	   148.807
   158.722	   108.139
   171.391	   161.244
  -179.842	   154.747
   169.771	   138.487
   170.822	   146.191
   172.551	    74.942
   162.681	   143.502
   166.498	   149.013
   173.630	   162.916
   158.114	   168.737
   166.379	   157.862
   151.781	   142.565
   158.332	   137.978
   152.939	   145.643
   160.070	   148.068
   178.796	   153.330
   145.634	   125.045
  -177.073	   155.059
   178.899	   130.175
   172.612	   160.716
   168.082	   148.955
   160.799	   163.291
   159.416	   135.734
   169.118	   153.816
   167.073	   136.388
  -176.257	   148.786
   174.136	   130.148
  -178.205	   171.034
   165.586	   157.576
   153.563	   140.226
   173.258	   163.824
   162.145	   156.316
   168.054	   160.478
   164.384	   167.210
   161.087	   145.727
   160.285	   151.366
   176.325	   144.239
   170.219	   144.777
   162.112	   150.182
   161.382	   159.338
   154.881	   146.975
   162.698	   174.969
   152.658	   163.964
   178.759	   157.821
   166.517	   148.652
   165.275	   130.647
   165.232	   117.355
   172.368	   102.891
   162.098	    94.993
   176.296	   143.264
   167.239	   140.653
   155.897	   151.506
   179.989	   155.178
   174.346	   160.778
   163.941	   159.877
   156.469	   157.639
   174.572	   155.020
   162.182	   172.816
   178.976	   164.058
   165.072	   157.267
   170.185	   150.059
   177.501	   163.058
   163.456	   146.158
   161.710	   132.388
   154.553	   141.534
   156.357	   136.519
   172.006	   136.209
   167.401	   145.431
   151.312	   141.078
   160.747	   161.553
   158.367	   107.472
   168.536	   159.413
   155.307	   130.045
   171.712	   156.064
  -179.637	   123.884
  -177.864	   151.378
   158.985	   130.174
   161.874	   161.232
   159.072	   141.731
   177.926	   158.831
   152.310	   146.359
   152.548	   168.566
   171.452	   147.411
   160.331	   161.018
   161.728	   163.367
   159.978	   151.666
   172.368	   168.309
   149.361	   167.403
   178.565	   159.377
   164.291	    96.959
   167.259	   125.721
   155.035	   147.547
   164.697	   139.744
   160.518	   127.734
   167.986	   113.573
   142.932	   123.343
   171.966	    74.545
   165.293	    99.256
   164.263	   111.506
  -176.381	   150.468
   167.818	   172.318
   162.085	   125.100
   160.931	   151.698
   167.806	   147.220
   163.668	   171.915
   171.716	   153.161
   160.374	   143.919
   159.533	   147.190
   167.358	   136.385
   155.317	   147.914
   150.456	   145.273
   167.953	   145.350
   148.438	   142.504
   167.659	   164.525
   166.107	   150.304
   176.746	   149.206
   168.799	   140.232
   161.602	   162.394
   159.994	   160.737
   176.383	   123.919
   158.544	   158.592
   172.497	   144.674
  -178.940	   144.007
   162.994	   171.922
   167.226	   143.944
   171.325	   163.047
   155.602	   161.287
   162.678	   154.944
   163.025	   124.535
   157.723	   151.744
   177.400	   156.613
   167.667	   151.580
   155.168	   146.208
   157.574	   156.719
   169.144	   166.184
   153.378	   156.122
   170.550	   150.008
   175.913	   169.959
   155.602	   165.908
   167.608	   106.074
   163.920	   135.130
   173.744	   165.928
   162.450	   143.486
   173.151	   150.878
   168.378	   142.470
   164.705	   139.928
   172.506	   154.341
   166.997	   151.689
   153.953	   149.150
   171.012	   139.696
   168.478	   133.716
   164.500	   139.889
   173.352	   146.146
   169.346	   127.192
   177.651	   150.633
   159.679	   152.085
   163.125	   152.770
   168.631	   145.226
   162.698	   141.715
   156.073	   149.842
   160.349	   145.217
   158.790	   144.989
  -172.239	   162.809
   166.015	   169.282
   156.869	   154.796
   165.292	   140.878
   171.516	   164.494
   152.173	   164.646
   171.846	   154.001
   174.464	   153.260
   168.467	   165.935
   175.479	   132.797
   168.834	   132.570
   171.207	   105.010
   164.469	    93.906
  -176.700	   142.128
   178.398	   150.359
   161.766	   138.386
   154.024	   144.659
  -178.876	   137.221
   160.552	   174.821
   172.387	   151.339
   167.796	    96.444
   162.222	    99.788
   159.690	   141.479
   163.715	   122.866
   159.460	   138.117
